Protein,Ligand,Best Run,Binding Energy (kcal/mol)
model_01_psef_protein,LY215490,76,-7.49
model_01_psef_protein,hydrocortisone-phosphate,20,-7.49
model_01_psef_protein,artemisinin,46,-7.49
model_01_psef_protein,sinefungin,80,-7.49
model_01_psef_protein,quercetin,16,-7.49
model_01_psef_protein,efinaconazole,87,-7.49
model_01_psef_protein,dibenzepine,36,-7.49
model_01_psef_protein,cephalothin,16,-7.49
model_01_psef_protein,farampator,1,-7.49
model_01_psef_protein,benzoxiquine,31,-7.49
model_01_psef_protein,cefdinir,70,-7.49
model_01_psef_protein,LY231617,30,-7.48
model_01_psef_protein,phenacaine,43,-7.48
model_01_psef_protein,hesperetin,28,-7.48
model_01_psef_protein,ioxilan,24,-7.48
model_01_psef_protein,metoprolol,36,-7.48
model_01_psef_protein,coenzyme-I,92,-7.48
model_01_psef_protein,hypoestoxide,9,-7.48
model_01_psef_protein,D-64131,55,-7.48
model_01_psef_protein,ADX-10059,7,-7.48
model_01_psef_protein,leucovorin,70,-7.48
model_01_psef_protein,isopropyl-palmitate,69,-7.48
model_01_psef_protein,ciprofloxacin,8,-7.48
model_01_psef_protein,LY2334737,30,-7.48
model_01_psef_protein,berberine,85,-7.47
model_01_psef_protein,SB-206553,73,-7.47
model_01_psef_protein,pomalidomide,14,-7.47
model_01_psef_protein,crenigacestat,89,-7.47
model_01_psef_protein,ofloxacin,35,-7.47
model_01_psef_protein,octinoxate,51,-7.47
model_01_psef_protein,sulfisomidin,81,-7.47
model_01_psef_protein,dexrazoxane,47,-7.47
model_01_psef_protein,alantolactone,1,-7.47
model_01_psef_protein,JNJ-27141491,10,-7.47
model_01_psef_protein,nimodipine,59,-7.47
model_01_psef_protein,cilazapril,98,-7.47
model_01_psef_protein,levomepromazine,50,-7.47
model_01_psef_protein,adrafinil,11,-7.47
model_01_psef_protein,aphidicolin,87,-7.46
model_01_psef_protein,isoquercitrin,12,-7.46
model_01_psef_protein,CFM-2,40,-7.46
model_01_psef_protein,prolylleucylglycinamide,15,-7.46
model_01_psef_protein,INCA-6,9,-7.46
model_01_psef_protein,tribomsalan,17,-7.46
model_01_psef_protein,irsogladine,36,-7.46
model_01_psef_protein,oxacyclohexadecan-2-one,1,-7.46
model_01_psef_protein,tinoridine,23,-7.46
model_01_psef_protein,docosanol,95,-7.46
model_01_psef_protein,caramiphen,68,-7.46
model_01_psef_protein,dexchlorpheniramine,85,-7.46
model_01_psef_protein,THK5351,95,-7.46
model_01_psef_protein,BTS,72,-7.46
model_01_psef_protein,sumatriptan,38,-7.46
model_01_psef_protein,imipramine,92,-7.45
model_01_psef_protein,atractylenolide-i,1,-7.45
model_01_psef_protein,AR-A014418,5,-7.45
model_01_psef_protein,verubulin,2,-7.45
model_01_psef_protein,nonivamide,94,-7.45
model_01_psef_protein,leucylleucine-methyl-ester,49,-7.45
model_01_psef_protein,tioconazole,59,-7.45
model_01_psef_protein,luteolin,72,-7.45
model_01_psef_protein,orphenadrine,54,-7.44
model_01_psef_protein,dicyclohexylamine,12,-7.44
model_01_psef_protein,"cis-9,trans-11-conjugated-linoleic-acid",28,-7.44
model_01_psef_protein,SCS,13,-7.44
model_01_psef_protein,VU0238429,7,-7.44
model_01_psef_protein,APcK-110,24,-7.44
model_01_psef_protein,VU0357121,53,-7.44
model_01_psef_protein,quinethazone,53,-7.44
model_01_psef_protein,CU-T12-9,93,-7.44
model_01_psef_protein,dizocilpine-(+),27,-7.44
model_01_psef_protein,deracoxib,32,-7.44
model_01_psef_protein,JNJ-10191584,36,-7.44
model_01_psef_protein,valganciclovir,86,-7.44
model_01_psef_protein,diminazene-aceturate,16,-7.44
model_01_psef_protein,rolipram,21,-7.43
model_01_psef_protein,crystal-violet,43,-7.43
model_01_psef_protein,lufenuron,85,-7.43
model_01_psef_protein,3-AQC,9,-7.43
model_01_psef_protein,AQ-13,70,-7.43
model_01_psef_protein,linezolid,96,-7.43
model_01_psef_protein,sulisobenzone,78,-7.43
model_01_psef_protein,oxymetazoline,9,-7.43
model_01_psef_protein,TAME,31,-7.43
model_01_psef_protein,zinc-undecylenate,84,-7.43
model_01_psef_protein,NU-6027,14,-7.43
model_01_psef_protein,meluadrine,68,-7.42
model_01_psef_protein,compound-401,100,-7.42
model_01_psef_protein,CC-115,28,-7.42
model_01_psef_protein,oncrasin-1,33,-7.42
model_01_psef_protein,ketohexokinase-inhibitor-1,25,-7.42
model_01_psef_protein,lanoconazole,2,-7.42
model_01_psef_protein,alosetron,13,-7.42
model_01_psef_protein,RG7834,57,-7.42
model_01_psef_protein,CPA-inhibitor,67,-7.42
model_01_psef_protein,betamethasone,23,-7.42
model_01_psef_protein,RI-1,39,-7.42
model_01_psef_protein,dizocilpine-(-),1,-7.42
model_01_psef_protein,dimethisoquin,39,-7.41
model_01_psef_protein,AC-55649,32,-7.41
model_01_psef_protein,ribostamycin-sulfate,21,-7.41
model_01_psef_protein,anisindione,2,-7.41
model_01_psef_protein,ZK-93426,2,-7.41
model_01_psef_protein,adiphenine,71,-7.41
model_01_psef_protein,topilutamide,35,-7.41
model_01_psef_protein,cetaben,4,-7.41
model_01_psef_protein,stiripentol,38,-7.41
model_01_psef_protein,aminoglutethimide,31,-7.41
model_01_psef_protein,benzylpenicillin,87,-7.41
model_01_psef_protein,fursultiamine,82,-7.41
model_01_psef_protein,enrofloxacin,11,-7.41
model_01_psef_protein,pantoprazole,93,-7.41
model_01_psef_protein,ropivacaine,24,-7.41
model_01_psef_protein,"1-((Z)-3-chloroallyl)-1,3,5,7-tetraazaadamantan-1-ium",16,-7.41
model_01_psef_protein,"trans-10,cis-12-conjugated-linoleic-acid",91,-7.4
model_01_psef_protein,EC-23,5,-7.4
model_01_psef_protein,cimaterol,83,-7.4
model_01_psef_protein,chlorotrianisene,8,-7.4
model_01_psef_protein,HSR6071,95,-7.4
model_01_psef_protein,pirlindole,1,-7.4
model_01_psef_protein,diatrizoic-acid,55,-7.4
model_01_psef_protein,perindopril,4,-7.4
model_01_psef_protein,leteprinim,67,-7.4
model_01_psef_protein,TG-100713,59,-7.4
model_01_psef_protein,oxymatrine,1,-7.39
model_01_psef_protein,myricetin,56,-7.39
model_01_psef_protein,thalidomide,2,-7.39
model_01_psef_protein,sparteine-(-),6,-7.39
model_01_psef_protein,pralatrexate,23,-7.39
model_01_psef_protein,"L-655,708",8,-7.39
model_01_psef_protein,EIPA,13,-7.39
model_01_psef_protein,danofloxacin,10,-7.39
model_01_psef_protein,epinastine,85,-7.39
model_01_psef_protein,tyrphostin-A9,27,-7.39
model_01_psef_protein,lomefloxacin,60,-7.39
model_01_psef_protein,"4-phenyl-1,2,3,4-tetrahydroisoquinoline",1,-7.38
model_01_psef_protein,SC-144,18,-7.38
model_01_psef_protein,mitotane,74,-7.38
model_01_psef_protein,CGP-78608,45,-7.38
model_01_psef_protein,eniporide,19,-7.38
model_01_psef_protein,roscovitine,6,-7.38
model_01_psef_protein,RU-42173,66,-7.38
model_01_psef_protein,riboflavin,12,-7.38
model_01_psef_protein,carprofen,16,-7.38
model_01_psef_protein,indirubin,5,-7.38
model_01_psef_protein,triclosan,13,-7.38
model_01_psef_protein,brincidofovir,73,-7.37
model_01_psef_protein,SIB-1553A,1,-7.37
model_01_psef_protein,sulfamethizole,57,-7.37
model_01_psef_protein,sameridine,17,-7.37
model_01_psef_protein,tricaprylin,1,-7.37
model_01_psef_protein,cyclopentolate,98,-7.37
model_01_psef_protein,delgocitinib,62,-7.37
model_01_psef_protein,firocoxib,15,-7.37
model_01_psef_protein,PF-06447475,48,-7.37
model_01_psef_protein,naringenin,64,-7.37
model_01_psef_protein,FH1,57,-7.37
model_01_psef_protein,zomepirac,35,-7.37
model_01_psef_protein,mavacamten,51,-7.37
model_01_psef_protein,AS-703026,70,-7.37
model_01_psef_protein,CGH2466,14,-7.37
model_01_psef_protein,phthalylsulfacetamide,95,-7.37
model_01_psef_protein,cefuroxime,50,-7.36
model_01_psef_protein,zometapine,49,-7.36
model_01_psef_protein,quinelorane,88,-7.36
model_01_psef_protein,Ro-15-4513,42,-7.36
model_01_psef_protein,isamoltane,8,-7.36
model_01_psef_protein,mafenide,2,-7.36
model_01_psef_protein,naltrexone,24,-7.36
model_01_psef_protein,indoprofen,25,-7.36
model_01_psef_protein,A-61603,42,-7.36
model_01_psef_protein,afloqualone,55,-7.36
model_01_psef_protein,dimemorfan,10,-7.36
model_01_psef_protein,paquinimod,39,-7.36
model_01_psef_protein,albendazole-oxide,63,-7.36
model_01_psef_protein,taxifolin,41,-7.35
model_01_psef_protein,O4I1,67,-7.35
model_01_psef_protein,sobetirome,1,-7.35
model_01_psef_protein,spermidine,38,-7.35
model_01_psef_protein,iothalamic-acid-d3,84,-7.35
model_01_psef_protein,oxcarbazepine,2,-7.35
model_01_psef_protein,PAOPA,71,-7.35
model_01_psef_protein,KPT-185,28,-7.35
model_01_psef_protein,dihydromyricetin,7,-7.35
model_01_psef_protein,triciribine,45,-7.35
model_01_psef_protein,TC-ASK-10,17,-7.35
model_01_psef_protein,broxaterol,21,-7.35
model_01_psef_protein,galantamine,3,-7.35
model_01_psef_protein,timofibrate,16,-7.35
model_01_psef_protein,compound-w,6,-7.35
model_01_psef_protein,SUN-B-8155,24,-7.35
model_01_psef_protein,trimetazidine,90,-7.34
model_01_psef_protein,fluvoxamine,84,-7.34
model_01_psef_protein,binimetinib,93,-7.34
model_01_psef_protein,benzoyl-peroxide,96,-7.34
model_01_psef_protein,floctafenine,88,-7.34
model_01_psef_protein,dienestrol,32,-7.34
model_01_psef_protein,fosbretabulin,44,-7.34
model_01_psef_protein,eticlopride,46,-7.34
model_01_psef_protein,balofloxacin,54,-7.34
model_01_psef_protein,proxymetacaine,19,-7.34
model_01_psef_protein,WAY-213613,49,-7.34
model_01_psef_protein,bamaquimast,33,-7.34
model_01_psef_protein,YM-155,63,-7.34
model_01_psef_protein,M-344,53,-7.34
model_01_psef_protein,CP-93129,8,-7.34
model_01_psef_protein,lersivirine,98,-7.33
model_01_psef_protein,bumetanide,54,-7.33
model_01_psef_protein,carbinoxamine,5,-7.33
model_01_psef_protein,HJC-0350,3,-7.33
model_01_psef_protein,NHI-2,24,-7.33
model_01_psef_protein,forskolin,74,-7.33
model_01_psef_protein,MRS-1845,83,-7.33
model_01_psef_protein,amonafide,3,-7.33
model_01_psef_protein,"2-(chloromethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",1,-7.33
model_01_psef_protein,eprobemide,24,-7.33
model_01_psef_protein,proflavine-hemisulfate,2,-7.32
model_01_psef_protein,tavilermide,68,-7.32
model_01_psef_protein,delafloxacin,30,-7.32
model_01_psef_protein,clotrimazole,37,-7.32
model_01_psef_protein,ASA-404,3,-7.32
model_01_psef_protein,triflupromazine,61,-7.32
model_01_psef_protein,Ro-19-4605,10,-7.32
model_01_psef_protein,carbetapentane,1,-7.32
model_01_psef_protein,benzofenac,3,-7.32
model_01_psef_protein,diftalone,25,-7.32
model_01_psef_protein,apigenin,50,-7.32
model_01_psef_protein,oxybuprocaine,18,-7.32
model_01_psef_protein,atglistatin,36,-7.32
model_01_psef_protein,A61603,76,-7.32
model_01_psef_protein,nicaraven,97,-7.32
model_01_psef_protein,pyrazolanthrone,1,-7.31
model_01_psef_protein,glafenine,13,-7.31
model_01_psef_protein,lometrexol,17,-7.31
model_01_psef_protein,mitoflaxone,2,-7.31
model_01_psef_protein,moclobemide,59,-7.31
model_01_psef_protein,1400W,93,-7.31
model_01_psef_protein,bicifadine,43,-7.31
model_01_psef_protein,GR-135531,40,-7.31
model_01_psef_protein,(R)-baclofen,74,-7.31
model_01_psef_protein,phenethicillin,25,-7.31
model_01_psef_protein,2-octyldodecan-1-ol,78,-7.31
model_01_psef_protein,diclofenamide,55,-7.31
model_01_psef_protein,betamethasone-phosphate,70,-7.31
model_01_psef_protein,PHA-543613,63,-7.31
model_01_psef_protein,furegrelate,12,-7.31
model_01_psef_protein,GDC-0623,87,-7.31
model_01_psef_protein,amdinocillin,21,-7.31
model_01_psef_protein,chlormidazole,3,-7.3
model_01_psef_protein,sulfameter,91,-7.3
model_01_psef_protein,ZK-200775,69,-7.3
model_01_psef_protein,cedrol-(+),1,-7.3
model_01_psef_protein,idoxuridine,53,-7.3
model_01_psef_protein,isodibut,71,-7.3
model_01_psef_protein,TH-302,19,-7.3
model_01_psef_protein,furosemide,55,-7.3
model_01_psef_protein,refametinib,60,-7.3
model_01_psef_protein,kanamycin,91,-7.3
model_01_psef_protein,SR-57227A,13,-7.3
model_01_psef_protein,sancycline,38,-7.3
model_01_psef_protein,BMS-265246,57,-7.3
model_01_psef_protein,atenolol-(+),73,-7.29
model_01_psef_protein,enalaprilat,38,-7.29
model_01_psef_protein,minerval,76,-7.29
model_01_psef_protein,SKF-77434,4,-7.29
model_01_psef_protein,quipazine,52,-7.29
model_01_psef_protein,V-51,83,-7.29
model_01_psef_protein,AG-1024,7,-7.29
model_01_psef_protein,PD-81723,32,-7.29
model_01_psef_protein,JNJ-7777120,55,-7.29
model_01_psef_protein,golgicide-A,20,-7.29
model_01_psef_protein,pindolol-(-),41,-7.29
model_01_psef_protein,LFM-A13,99,-7.29
model_01_psef_protein,sulfadiazine,96,-7.29
model_01_psef_protein,ambrisentan,67,-7.29
model_01_psef_protein,CHF5074,43,-7.29
model_01_psef_protein,rac-BHFF,84,-7.28
model_01_psef_protein,hexestrol,72,-7.28
model_01_psef_protein,topiroxostat,60,-7.28
model_01_psef_protein,BIIB021,99,-7.28
model_01_psef_protein,N-salicoylaminophenol,86,-7.28
model_01_psef_protein,"2-hydroxy-4-((E)-3-(4-hydroxyphenyl)acryloyl)-2-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)-6-((2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)cyclohexane-1,3,5-trione",43,-7.28
model_01_psef_protein,hexachlorophene,17,-7.28
model_01_psef_protein,capecitabine,79,-7.28
model_01_psef_protein,diiodothyropropionic-acid,2,-7.28
model_01_psef_protein,IMREG-1,25,-7.28
model_01_psef_protein,metazosin,83,-7.28
model_01_psef_protein,BVT-948,1,-7.27
model_01_psef_protein,chrysin,2,-7.27
model_01_psef_protein,Ro-106-9920,66,-7.27
model_01_psef_protein,tiapride,53,-7.27
model_01_psef_protein,sulfamethoxypyridazine,11,-7.27
model_01_psef_protein,triamcinolone,74,-7.27
model_01_psef_protein,zolimidine,4,-7.27
model_01_psef_protein,alizarin,28,-7.27
model_01_psef_protein,palmatine-chloride,20,-7.27
model_01_psef_protein,MUT056399,72,-7.27
model_01_psef_protein,bromfenac,21,-7.26
model_01_psef_protein,idronoxil,34,-7.26
model_01_psef_protein,DPCPX,36,-7.26
model_01_psef_protein,HA-1004,92,-7.26
model_01_psef_protein,linoleic-acid,67,-7.26
model_01_psef_protein,albuterol,35,-7.26
model_01_psef_protein,VT-464,49,-7.26
model_01_psef_protein,PD-318088,75,-7.26
model_01_psef_protein,diloxanide,48,-7.26
model_01_psef_protein,Ro-3,77,-7.26
model_01_psef_protein,levallorphan,6,-7.25
model_01_psef_protein,phloretin,76,-7.25
model_01_psef_protein,ticlopidine,36,-7.25
model_01_psef_protein,CYM-50260,6,-7.25
model_01_psef_protein,cefminox,61,-7.25
model_01_psef_protein,dipraglurant,33,-7.25
model_01_psef_protein,taminadenant,2,-7.25
model_01_psef_protein,edelfosine,32,-7.25
model_01_psef_protein,DVD-111,25,-7.25
model_01_psef_protein,marimastat,43,-7.25
model_01_psef_protein,methiazole,87,-7.24
model_01_psef_protein,troxipide,41,-7.24
model_01_psef_protein,indoximod,18,-7.24
model_01_psef_protein,tolcapone,12,-7.24
model_01_psef_protein,colchicine,43,-7.24
model_01_psef_protein,voxelotor,81,-7.24
model_01_psef_protein,SCH-202676,27,-7.24
model_01_psef_protein,thymopentin,57,-7.24
model_01_psef_protein,T-807,1,-7.24
model_01_psef_protein,ampalex,69,-7.24
model_01_psef_protein,o-3M3FBS,43,-7.24
model_01_psef_protein,benzoclidine,3,-7.24
model_01_psef_protein,PS178990,80,-7.24
model_01_psef_protein,hydroxystilbamidine,44,-7.23
model_01_psef_protein,tyrphostin-AG-1478,8,-7.23
model_01_psef_protein,frentizole,16,-7.23
model_01_psef_protein,DIPT,64,-7.23
model_01_psef_protein,piretanide,84,-7.23
model_01_psef_protein,CBS-1114,87,-7.23
model_01_psef_protein,BAY-11-7085,37,-7.23
model_01_psef_protein,licarbazepine,5,-7.23
model_01_psef_protein,imirestat,25,-7.23
model_01_psef_protein,etomoxir,71,-7.23
model_01_psef_protein,CL-218872,99,-7.22
model_01_psef_protein,phenylpiracetam,8,-7.22
model_01_psef_protein,(R)-(-)-apomorphine,3,-7.22
model_01_psef_protein,SNG-1153,55,-7.22
model_01_psef_protein,artemether,43,-7.22
model_01_psef_protein,VUF10166,11,-7.22
model_01_psef_protein,ML204,13,-7.22
model_01_psef_protein,CGP-37157,74,-7.22
model_01_psef_protein,"1S,2R-phenylpropanolamine",31,-7.22
model_01_psef_protein,OAC1,6,-7.21
model_01_psef_protein,WAY-161503,2,-7.21
model_01_psef_protein,levopropoxyphene,18,-7.21
model_01_psef_protein,nuclomedone,100,-7.21
model_01_psef_protein,walrycin-B,28,-7.21
model_01_psef_protein,AGP-103,44,-7.21
model_01_psef_protein,BYK-204165,17,-7.21
model_01_psef_protein,sulfametopyrazine,57,-7.21
model_01_psef_protein,diosmetin,13,-7.21
model_01_psef_protein,tulobuterol,61,-7.21
model_01_psef_protein,MTPG,20,-7.21
model_01_psef_protein,diarylpropionitrile,92,-7.21
model_01_psef_protein,pirenoxine,12,-7.21
model_01_psef_protein,pindolol,82,-7.2
model_01_psef_protein,mabuterol,32,-7.2
model_01_psef_protein,lomeguatrib,19,-7.2
model_01_psef_protein,magnolol,26,-7.2
model_01_psef_protein,antazoline,61,-7.2
model_01_psef_protein,flurbiprofen-(S)-(+),7,-7.2
model_01_psef_protein,amphotericin-b,80,-7.2
model_01_psef_protein,TH-588,69,-7.2
model_01_psef_protein,ZM-306416,48,-7.2
model_01_psef_protein,sulfamethoxazole,19,-7.2
model_01_psef_protein,quinpirol-(-),12,-7.19
model_01_psef_protein,nobiletin,95,-7.19
model_01_psef_protein,monocrotaline,6,-7.19
model_01_psef_protein,fluprazine,79,-7.19
model_01_psef_protein,LY456236,25,-7.19
model_01_psef_protein,AZD8330,30,-7.19
model_01_psef_protein,ST-1535,64,-7.19
model_01_psef_protein,tolmetin,24,-7.19
model_01_psef_protein,fosfestrol,81,-7.19
model_01_psef_protein,tranilast,59,-7.19
model_01_psef_protein,CGP-7930,54,-7.18
model_01_psef_protein,diphencyprone,14,-7.18
model_01_psef_protein,griseofulvin,87,-7.18
model_01_psef_protein,ICI-63197,32,-7.18
model_01_psef_protein,lupanine,16,-7.18
model_01_psef_protein,NKY-80,9,-7.18
model_01_psef_protein,8-bromo-cGMP,74,-7.17
model_01_psef_protein,ID-8,4,-7.17
model_01_psef_protein,hydrochlorothiazide,2,-7.17
model_01_psef_protein,iopodic-acid,100,-7.17
model_01_psef_protein,bephenium-hydroxynaphthoate,89,-7.17
model_01_psef_protein,icaritin,53,-7.17
model_01_psef_protein,ketorolac,48,-7.17
model_01_psef_protein,beta-lapachone,10,-7.17
model_01_psef_protein,ameltolide,83,-7.17
model_01_psef_protein,alprenolol,52,-7.17
model_01_psef_protein,GR-79236,76,-7.17
model_01_psef_protein,AC-186,20,-7.17
model_01_psef_protein,methotrexate,75,-7.17
model_01_psef_protein,entecavir,44,-7.16
model_01_psef_protein,valethamate,53,-7.16
model_01_psef_protein,tetrabenazine,63,-7.16
model_01_psef_protein,YM-58483,86,-7.16
model_01_psef_protein,2-oleoylglycerol,58,-7.16
model_01_psef_protein,practolol,8,-7.16
model_01_psef_protein,cedrol,4,-7.16
model_01_psef_protein,IOX2,89,-7.16
model_01_psef_protein,buparlisib,14,-7.16
model_01_psef_protein,imidapril,45,-7.16
model_01_psef_protein,epacadostat,21,-7.15
model_01_psef_protein,cicloprofen,5,-7.15
model_01_psef_protein,raclopride,19,-7.15
model_01_psef_protein,palmitoylcarnitine,63,-7.15
model_01_psef_protein,ibuproxam,92,-7.15
model_01_psef_protein,sulbactam-pivoxil,77,-7.15
model_01_psef_protein,nevirapine,87,-7.15
model_01_psef_protein,KD-023,25,-7.15
model_01_psef_protein,thiamphenicol,19,-7.15
model_01_psef_protein,pinacidil,19,-7.15
model_01_psef_protein,LMK-235,33,-7.15
model_01_psef_protein,equol,83,-7.15
model_01_psef_protein,spectinomycin,25,-7.15
model_01_psef_protein,DY131,46,-7.15
model_01_psef_protein,tangeritin,53,-7.15
model_01_psef_protein,tryptanthrin,1,-7.15
model_01_psef_protein,loxoprofen,65,-7.15
model_01_psef_protein,AZ-7371,22,-7.14
model_01_psef_protein,bupropion,47,-7.14
model_01_psef_protein,artemotil,31,-7.14
model_01_psef_protein,emodin,4,-7.14
model_01_psef_protein,mometasone,38,-7.14
model_01_psef_protein,aloe-emodin,33,-7.14
model_01_psef_protein,chrysophanic-acid,11,-7.14
model_01_psef_protein,8-hydroxy-DPAT,12,-7.14
model_01_psef_protein,GSK2881078,46,-7.14
model_01_psef_protein,necrostatin-1,2,-7.14
model_01_psef_protein,dextromethorphan,2,-7.14
model_01_psef_protein,NU-2058,12,-7.14
model_01_psef_protein,rimantadine,68,-7.14
model_01_psef_protein,sulfacarbamide,11,-7.14
model_01_psef_protein,6-chloromelatonin,69,-7.14
model_01_psef_protein,benserazide,37,-7.14
model_01_psef_protein,naxagolide,11,-7.13
model_01_psef_protein,PRT4165,21,-7.13
model_01_psef_protein,midodrine,66,-7.13
model_01_psef_protein,enoxacin,77,-7.13
model_01_psef_protein,phenylbenzimidazole-sulfonic-acid,76,-7.12
model_01_psef_protein,eltoprazine,4,-7.12
model_01_psef_protein,N6-cyclopentyladenosine,35,-7.12
model_01_psef_protein,roflumilast,34,-7.12
model_01_psef_protein,colforsin,47,-7.12
model_01_psef_protein,7-methoxytacrine,41,-7.12
model_01_psef_protein,"chromanol-293B-(-)-[3R,4S]",33,-7.12
model_01_psef_protein,sulfamonomethoxine,54,-7.12
model_01_psef_protein,butofilolol,25,-7.12
model_01_psef_protein,AZD1446,21,-7.12
model_01_psef_protein,pheniramine,7,-7.12
model_01_psef_protein,"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one",24,-7.12
model_01_psef_protein,U-104,34,-7.11
model_01_psef_protein,tasquinimod,89,-7.11
model_01_psef_protein,carbenicillin,9,-7.11
model_01_psef_protein,ATPA,9,-7.11
model_01_psef_protein,SKF-86002,1,-7.11
