Protein,Ligand,Best Run,Binding Energy (kcal/mol)
model_01_psef_protein,AG-490,12,-7.98
model_01_psef_protein,sirolimus,22,-7.98
model_01_psef_protein,iopamidol,44,-7.98
model_01_psef_protein,centanafadine,2,-7.98
model_01_psef_protein,ZM-226600,5,-7.97
model_01_psef_protein,setiptiline,5,-7.97
model_01_psef_protein,erythromycin-estolate,7,-7.97
model_01_psef_protein,bupranolol,54,-7.97
model_01_psef_protein,diclofensine,34,-7.97
model_01_psef_protein,balapiravir,7,-7.97
model_01_psef_protein,oseltamivir-phosphate,69,-7.97
model_01_psef_protein,diacerein,2,-7.97
model_01_psef_protein,EUK-134,53,-7.97
model_01_psef_protein,GDC-0810,78,-7.97
model_01_psef_protein,NS-8593,52,-7.97
model_01_psef_protein,piribedil,5,-7.97
model_01_psef_protein,isoliquiritigenin,85,-7.97
model_01_psef_protein,PT-2385,16,-7.97
model_01_psef_protein,estropipate,15,-7.97
model_01_psef_protein,PHA-568487,39,-7.97
model_01_psef_protein,methyclothiazide,15,-7.97
model_01_psef_protein,taltirelin,81,-7.97
model_01_psef_protein,YL0919,56,-7.96
model_01_psef_protein,sulconazole,100,-7.96
model_01_psef_protein,ipriflavone,1,-7.96
model_01_psef_protein,N-cyclohexyl-2-benzothiazolesulfenamide,11,-7.96
model_01_psef_protein,trifloxystrobin,3,-7.96
model_01_psef_protein,flunisolide,14,-7.96
model_01_psef_protein,GSK2801,13,-7.96
model_01_psef_protein,GDC-0084,45,-7.96
model_01_psef_protein,CL316243,11,-7.96
model_01_psef_protein,fluorometholone(brd-a13133631),38,-7.96
model_01_psef_protein,NBI-27914,57,-7.96
model_01_psef_protein,SGC-707,2,-7.95
model_01_psef_protein,lomustine,60,-7.95
model_01_psef_protein,equilin,3,-7.95
model_01_psef_protein,PSB-11,1,-7.95
model_01_psef_protein,GSK-J2,51,-7.95
model_01_psef_protein,ingenol,76,-7.95
model_01_psef_protein,BD-1008,72,-7.95
model_01_psef_protein,SB-408124,5,-7.95
model_01_psef_protein,denopamine,87,-7.95
model_01_psef_protein,aminopentamide,54,-7.95
model_01_psef_protein,ginkgolide-A,47,-7.95
model_01_psef_protein,igmesine,35,-7.95
model_01_psef_protein,chlorphenoxamine,81,-7.94
model_01_psef_protein,tiquizium,41,-7.94
model_01_psef_protein,sodium-picosulfate,41,-7.94
model_01_psef_protein,sotalol,4,-7.94
model_01_psef_protein,phenprocoumon,24,-7.94
model_01_psef_protein,cyclobenzaprine,59,-7.94
model_01_psef_protein,"tropanyl-3,5-dimethylbenzoate",39,-7.94
model_01_psef_protein,trequinsin,29,-7.94
model_01_psef_protein,ilepcimide,23,-7.94
model_01_psef_protein,tenidap,1,-7.94
model_01_psef_protein,ST-1859,44,-7.94
model_01_psef_protein,T-62,73,-7.94
model_01_psef_protein,clorsulon,88,-7.94
model_01_psef_protein,lornoxicam,14,-7.94
model_01_psef_protein,alverine,84,-7.94
model_01_psef_protein,rauwolscine,2,-7.94
model_01_psef_protein,nebracetam,19,-7.94
model_01_psef_protein,domiphen,39,-7.94
model_01_psef_protein,UK-5099,28,-7.94
model_01_psef_protein,myricitrin,99,-7.93
model_01_psef_protein,A-1070722,91,-7.93
model_01_psef_protein,huperzine-A,40,-7.93
model_01_psef_protein,propranolol-(R),10,-7.93
model_01_psef_protein,clindamycin,53,-7.93
model_01_psef_protein,iodophenpropit,81,-7.93
model_01_psef_protein,orteronel,63,-7.93
model_01_psef_protein,NVP-HSP990,20,-7.93
model_01_psef_protein,roxatidine-acetate,79,-7.93
model_01_psef_protein,ML213,3,-7.93
model_01_psef_protein,troventol,99,-7.93
model_01_psef_protein,AVex-73,24,-7.93
model_01_psef_protein,trichlormethiazide,50,-7.93
model_01_psef_protein,citicoline,39,-7.93
model_01_psef_protein,SC-236,74,-7.93
model_01_psef_protein,folic-acid,23,-7.93
model_01_psef_protein,orbifloxacin,18,-7.92
model_01_psef_protein,TCS-359,36,-7.92
model_01_psef_protein,ranirestat,55,-7.92
model_01_psef_protein,sulfaquinoxaline,14,-7.92
model_01_psef_protein,BTB1,99,-7.92
model_01_psef_protein,trabodenoson,99,-7.92
model_01_psef_protein,caffeic-acid-phenethyl-ester,69,-7.92
model_01_psef_protein,OSI-420,81,-7.92
model_01_psef_protein,incyclinide,51,-7.92
model_01_psef_protein,safflower-yellow,55,-7.92
model_01_psef_protein,tiagabine,80,-7.92
model_01_psef_protein,soraprazan,47,-7.91
model_01_psef_protein,danegaptide,92,-7.91
model_01_psef_protein,DCP-LA,53,-7.91
model_01_psef_protein,cefmetazole,19,-7.91
model_01_psef_protein,AZD6765,40,-7.91
model_01_psef_protein,BAY-1895344,2,-7.91
model_01_psef_protein,MRK-016,24,-7.9
model_01_psef_protein,AM-580,100,-7.9
model_01_psef_protein,chlorfenson,96,-7.9
model_01_psef_protein,nifuroxazide,56,-7.9
model_01_psef_protein,VU0360172,88,-7.9
model_01_psef_protein,SB-239063,6,-7.9
model_01_psef_protein,luzindole,4,-7.9
model_01_psef_protein,rimeporide,76,-7.9
model_01_psef_protein,1E-1-(2-hydroxy-5-methylphenyl)-1-dodecanone-oxime,32,-7.9
model_01_psef_protein,frovatriptan,27,-7.9
model_01_psef_protein,higenamine,95,-7.9
model_01_psef_protein,PI-828,89,-7.89
model_01_psef_protein,warfarin,37,-7.89
model_01_psef_protein,CO-102862,24,-7.89
model_01_psef_protein,ammonium-glycyrrhizinate,87,-7.89
model_01_psef_protein,10-DEBC,20,-7.89
model_01_psef_protein,ochromycinone,71,-7.89
model_01_psef_protein,ML130,4,-7.89
model_01_psef_protein,2-phenylmelatonin,86,-7.89
model_01_psef_protein,CaCCinh-A01,68,-7.89
model_01_psef_protein,oxyclozanide,13,-7.89
model_01_psef_protein,MK-8245,44,-7.88
model_01_psef_protein,baloxavir,28,-7.88
model_01_psef_protein,SKF-81297,2,-7.88
model_01_psef_protein,beclomethasone,41,-7.88
model_01_psef_protein,BMS-191011,18,-7.88
model_01_psef_protein,gentiopicrin,47,-7.88
model_01_psef_protein,phytosphingosine,22,-7.88
model_01_psef_protein,fasudil,7,-7.88
model_01_psef_protein,levosulpiride,19,-7.88
model_01_psef_protein,parcetasal,62,-7.88
model_01_psef_protein,drofenine,4,-7.88
model_01_psef_protein,pipemidic-acid,3,-7.88
model_01_psef_protein,beta-amyloid-synthesis-inhibitor,81,-7.88
model_01_psef_protein,ZD-0947,33,-7.88
model_01_psef_protein,flecainide,88,-7.87
model_01_psef_protein,cephapirin,37,-7.87
model_01_psef_protein,JNJ-37822681,26,-7.87
model_01_psef_protein,bitopertin,87,-7.87
model_01_psef_protein,celecoxib,39,-7.87
model_01_psef_protein,ABX464,21,-7.87
model_01_psef_protein,BTS-72664,87,-7.87
model_01_psef_protein,cinoctramide,81,-7.87
model_01_psef_protein,piroxicam,69,-7.87
model_01_psef_protein,sulfamethazine,53,-7.87
model_01_psef_protein,isoxicam,67,-7.87
model_01_psef_protein,RS-23597-190,48,-7.87
model_01_psef_protein,noscapine,41,-7.87
model_01_psef_protein,edonerpic-maleate,53,-7.87
model_01_psef_protein,clenbuterol,100,-7.87
model_01_psef_protein,L-655240,8,-7.86
model_01_psef_protein,picrotin,30,-7.86
model_01_psef_protein,epalrestat,80,-7.86
model_01_psef_protein,letrozole,24,-7.86
model_01_psef_protein,dexamethasone,79,-7.86
model_01_psef_protein,"ICI-185,282",4,-7.86
model_01_psef_protein,KME-4,83,-7.86
model_01_psef_protein,aspartame,37,-7.86
model_01_psef_protein,streptomycin,34,-7.86
model_01_psef_protein,olopatadine,49,-7.86
model_01_psef_protein,bifemelane,39,-7.85
model_01_psef_protein,decernotinib,49,-7.85
model_01_psef_protein,nizofenone,84,-7.84
model_01_psef_protein,DWK-1339,94,-7.84
model_01_psef_protein,mitomycin-C,20,-7.84
model_01_psef_protein,SAR407899,20,-7.84
model_01_psef_protein,oxaprozin,59,-7.84
model_01_psef_protein,heclin,64,-7.84
model_01_psef_protein,gefapixant,34,-7.84
model_01_psef_protein,primaquine,56,-7.84
model_01_psef_protein,JNJ-39758979,38,-7.84
model_01_psef_protein,lisinopril,50,-7.84
model_01_psef_protein,nadifloxacin,91,-7.84
model_01_psef_protein,triamterene,75,-7.84
model_01_psef_protein,PNU-89843,3,-7.84
model_01_psef_protein,8-hydroxy-PIPAT,29,-7.84
model_01_psef_protein,talazoparib,85,-7.84
model_01_psef_protein,tacedinaline,25,-7.83
model_01_psef_protein,(R)-(-)-rolipram,36,-7.83
model_01_psef_protein,dosulepin,8,-7.83
model_01_psef_protein,ML10302,31,-7.83
model_01_psef_protein,MLN0128,51,-7.83
model_01_psef_protein,cangrelor,49,-7.83
model_01_psef_protein,GLPG0492,81,-7.83
model_01_psef_protein,sardomozide,4,-7.83
model_01_psef_protein,pincainide,71,-7.83
model_01_psef_protein,2-chloro-N6-cyclopentyladenosine,17,-7.83
model_01_psef_protein,GPi-688,86,-7.83
model_01_psef_protein,papaverine,2,-7.82
model_01_psef_protein,diquafosol,70,-7.82
model_01_psef_protein,EMD-386088,90,-7.82
model_01_psef_protein,isradipine,17,-7.82
model_01_psef_protein,xibenolol,96,-7.82
model_01_psef_protein,ampiroxicam,22,-7.82
model_01_psef_protein,cariporide,4,-7.82
model_01_psef_protein,bindarit,2,-7.82
model_01_psef_protein,GW-441756,31,-7.82
model_01_psef_protein,iopromide,43,-7.82
model_01_psef_protein,DC-260126,38,-7.82
model_01_psef_protein,vesamicol,17,-7.82
model_01_psef_protein,reparixin,75,-7.82
model_01_psef_protein,HEMADO,29,-7.81
model_01_psef_protein,ETP-45658,13,-7.81
model_01_psef_protein,tofacitinib,76,-7.81
model_01_psef_protein,itopride,41,-7.81
model_01_psef_protein,letermovir,77,-7.81
model_01_psef_protein,betamethasone-acetate,50,-7.81
model_01_psef_protein,cevipabulin,24,-7.81
model_01_psef_protein,verinurad,36,-7.81
model_01_psef_protein,SN-2,59,-7.81
model_01_psef_protein,amitriptyline,14,-7.81
model_01_psef_protein,phenolphthalein,80,-7.81
model_01_psef_protein,2'-MeCCPA,62,-7.8
model_01_psef_protein,NSC-663284,23,-7.8
model_01_psef_protein,oseltamivir-carboxylate,59,-7.8
model_01_psef_protein,6-iodo-nordihydrocapsaicin,66,-7.8
model_01_psef_protein,zolmitriptan,11,-7.8
model_01_psef_protein,RS-127445,6,-7.8
model_01_psef_protein,sclareolide,2,-7.8
model_01_psef_protein,miltefosine,49,-7.8
model_01_psef_protein,praziquantel,1,-7.8
model_01_psef_protein,WHI-P154,90,-7.8
model_01_psef_protein,oligomycin-A,88,-7.8
model_01_psef_protein,BCX-1470,93,-7.8
model_01_psef_protein,emiglitate,45,-7.8
model_01_psef_protein,selinexor,25,-7.8
model_01_psef_protein,mupirocin,96,-7.8
model_01_psef_protein,S4,62,-7.8
model_01_psef_protein,LY364947,45,-7.8
model_01_psef_protein,prucalopride,87,-7.79
model_01_psef_protein,proadifen,30,-7.79
model_01_psef_protein,beta-CCB,92,-7.79
model_01_psef_protein,KPT-276,64,-7.79
model_01_psef_protein,gatifloxacin,79,-7.79
model_01_psef_protein,pifithrin-alpha,40,-7.79
model_01_psef_protein,PF-3274167,47,-7.79
model_01_psef_protein,CINPA-1,93,-7.79
model_01_psef_protein,VUF10460,23,-7.79
model_01_psef_protein,5-hydroxymethyl-tolterodine,25,-7.79
model_01_psef_protein,bakuchiol,90,-7.79
model_01_psef_protein,nisoldipine,32,-7.79
model_01_psef_protein,tianeptine,86,-7.78
model_01_psef_protein,PF-06650833,76,-7.78
model_01_psef_protein,MM77,41,-7.78
model_01_psef_protein,timolol,64,-7.78
model_01_psef_protein,SDZ-WAG-994,65,-7.78
model_01_psef_protein,OCO-1112,25,-7.78
model_01_psef_protein,PP-2,97,-7.78
model_01_psef_protein,flumethasone,75,-7.78
model_01_psef_protein,(S)-(+)-rolipram,54,-7.78
model_01_psef_protein,sari-59-801,4,-7.77
model_01_psef_protein,nepafenac,84,-7.77
model_01_psef_protein,cardionogen-1,1,-7.77
model_01_psef_protein,thiazovivin,18,-7.77
model_01_psef_protein,methantheline,97,-7.77
model_01_psef_protein,TC-I-2000,30,-7.77
model_01_psef_protein,procaterol,90,-7.77
model_01_psef_protein,dapsone,78,-7.77
model_01_psef_protein,ryuvidine,66,-7.77
model_01_psef_protein,NS-9283,97,-7.76
model_01_psef_protein,SPP86,68,-7.76
model_01_psef_protein,clofedanol,26,-7.76
model_01_psef_protein,clomipramine,64,-7.76
model_01_psef_protein,trovirdine,23,-7.76
model_01_psef_protein,aloin,79,-7.76
model_01_psef_protein,CV-1808,81,-7.76
model_01_psef_protein,oxytetracycline,11,-7.76
model_01_psef_protein,senicapoc,48,-7.76
model_01_psef_protein,7-hydroxy-PIPAT,3,-7.76
model_01_psef_protein,prazosin,64,-7.76
model_01_psef_protein,honokiol,5,-7.76
model_01_psef_protein,clofilium,13,-7.76
model_01_psef_protein,mepyramine,70,-7.75
model_01_psef_protein,temefos,4,-7.75
model_01_psef_protein,liquiritin,39,-7.75
model_01_psef_protein,tenofovir-disoproxil,4,-7.75
model_01_psef_protein,tedizolid,44,-7.75
model_01_psef_protein,GSK2330672,84,-7.75
model_01_psef_protein,SB-366791,91,-7.75
model_01_psef_protein,ioversol,26,-7.75
model_01_psef_protein,AVN-492,21,-7.74
model_01_psef_protein,PFI-4,38,-7.74
model_01_psef_protein,triclabendazole,77,-7.74
model_01_psef_protein,metafolin,7,-7.74
model_01_psef_protein,quetiapine,63,-7.74
model_01_psef_protein,niclosamide,62,-7.74
model_01_psef_protein,proquazone,87,-7.74
model_01_psef_protein,azapropazone,43,-7.74
model_01_psef_protein,CGS-15943,87,-7.74
model_01_psef_protein,levcromakalim,1,-7.74
model_01_psef_protein,varespladib,15,-7.73
model_01_psef_protein,brivudine,99,-7.73
model_01_psef_protein,aloperine,2,-7.73
model_01_psef_protein,croconazole,89,-7.73
model_01_psef_protein,apoptosis-activator-II,14,-7.73
model_01_psef_protein,lincomycin,44,-7.73
model_01_psef_protein,SCH-28080,19,-7.73
model_01_psef_protein,colforsin-daproate,59,-7.73
model_01_psef_protein,venlafaxine,72,-7.73
model_01_psef_protein,CTEP,16,-7.73
model_01_psef_protein,upadacitinib,19,-7.72
model_01_psef_protein,sulfisoxazole-acetyl,85,-7.72
model_01_psef_protein,acedapsone,63,-7.72
model_01_psef_protein,hydroxysafflor-yellow-A,40,-7.72
model_01_psef_protein,butein,85,-7.72
model_01_psef_protein,brefeldin-A,3,-7.72
model_01_psef_protein,omeprazole-sulfide,38,-7.72
model_01_psef_protein,ITE,69,-7.72
model_01_psef_protein,nolatrexed,9,-7.72
model_01_psef_protein,pinocembrin,55,-7.72
model_01_psef_protein,dichlorisone-acetate,41,-7.72
model_01_psef_protein,TMPH,38,-7.72
model_01_psef_protein,2-methyl-5-hydroxytryptamine,15,-7.72
model_01_psef_protein,SBI-115,36,-7.72
model_01_psef_protein,evenamide,40,-7.72
model_01_psef_protein,PF-06651600,1,-7.71
model_01_psef_protein,nilvadipine,31,-7.71
model_01_psef_protein,avadomide,1,-7.71
model_01_psef_protein,L-689560,73,-7.71
model_01_psef_protein,indeglitazar,7,-7.71
model_01_psef_protein,nifenazone,25,-7.71
model_01_psef_protein,delphinidin,88,-7.71
model_01_psef_protein,cianidanol,99,-7.71
model_01_psef_protein,acepromazine,77,-7.71
model_01_psef_protein,AH6809,67,-7.71
model_01_psef_protein,CycLuc1,74,-7.71
model_01_psef_protein,serotonin,44,-7.71
model_01_psef_protein,YS-035,26,-7.71
model_01_psef_protein,CCG-50014,4,-7.71
model_01_psef_protein,tafamidis-meglumine,28,-7.71
model_01_psef_protein,puerarin,5,-7.71
model_01_psef_protein,remetinostat,100,-7.7
model_01_psef_protein,hyoscyamine,27,-7.7
model_01_psef_protein,cinepazet,93,-7.7
model_01_psef_protein,masoprocol,62,-7.7
model_01_psef_protein,triptolide,79,-7.7
model_01_psef_protein,TC-A-2317,95,-7.7
model_01_psef_protein,bupivacaine,53,-7.7
model_01_psef_protein,promethazine,58,-7.7
model_01_psef_protein,C-1,9,-7.7
model_01_psef_protein,trimethoquinol,75,-7.7
model_01_psef_protein,doxepin,42,-7.7
model_01_psef_protein,apabetalone,27,-7.7
model_01_psef_protein,PHCCC,37,-7.7
model_01_psef_protein,sophocarpine,21,-7.7
model_01_psef_protein,pifithrin-cyclic,34,-7.69
model_01_psef_protein,proguanil,44,-7.69
model_01_psef_protein,FPL-62064,37,-7.69
model_01_psef_protein,CGS-9896,32,-7.69
model_01_psef_protein,chlorindione,2,-7.69
model_01_psef_protein,A-1120,45,-7.69
model_01_psef_protein,BW-616U,8,-7.69
model_01_psef_protein,WAY-255348,28,-7.69
model_01_psef_protein,GR-144053,47,-7.69
model_01_psef_protein,MF-101,2,-7.68
model_01_psef_protein,triamcinolone-acetonide,89,-7.68
model_01_psef_protein,somantadine,83,-7.68
model_01_psef_protein,tocainide,54,-7.68
model_01_psef_protein,bavisant,59,-7.68
model_01_psef_protein,AZD1981,86,-7.68
model_01_psef_protein,decloxizine,90,-7.68
model_01_psef_protein,firategrast,9,-7.68
model_01_psef_protein,ABX-1431,49,-7.68
model_01_psef_protein,indomethacin,1,-7.68
model_01_psef_protein,sorbitan-monostearate,75,-7.68
model_01_psef_protein,trimethobenzamide,36,-7.68
model_01_psef_protein,PCO-400,11,-7.68
model_01_psef_protein,nalbuphine,37,-7.68
model_01_psef_protein,luliconazole,42,-7.67
model_01_psef_protein,DMeOB,52,-7.67
model_01_psef_protein,tofisopam,43,-7.67
model_01_psef_protein,aminopterin,92,-7.67
model_01_psef_protein,roquinimex,92,-7.67
model_01_psef_protein,STF-62247,100,-7.67
model_01_psef_protein,NU-7026,5,-7.67
model_01_psef_protein,RU-24969,22,-7.67
model_01_psef_protein,chlorproguanil,87,-7.67
model_01_psef_protein,benfotiamine,17,-7.67
model_01_psef_protein,atenolol-(+_-),88,-7.67
model_01_psef_protein,AZD4635,6,-7.67
model_01_psef_protein,taurolidine,1,-7.67
model_01_psef_protein,oxyphenbutazone,23,-7.67
model_01_psef_protein,tolperisone,40,-7.67
model_01_psef_protein,regadenoson,19,-7.67
model_01_psef_protein,tesaglitazar,9,-7.67
model_01_psef_protein,PP242,7,-7.66
model_01_psef_protein,GABA-linoleamide,14,-7.66
model_01_psef_protein,pentacosanoic-acid,33,-7.66
model_01_psef_protein,estetrol,81,-7.66
model_01_psef_protein,nalmefene,65,-7.66
model_01_psef_protein,afobazole,34,-7.66
model_01_psef_protein,fluocinolone-acetonide,61,-7.66
model_01_psef_protein,liarozole,20,-7.66
model_01_psef_protein,flupirtine,12,-7.66
model_01_psef_protein,alcaftadine,43,-7.65
model_01_psef_protein,molindone,71,-7.65
model_01_psef_protein,thioperamide,20,-7.65
model_01_psef_protein,GTS21,52,-7.65
model_01_psef_protein,dehydrocorydaline,22,-7.65
model_01_psef_protein,talampanel,100,-7.65
model_01_psef_protein,semaxanib,36,-7.65
model_01_psef_protein,ZLN005,4,-7.65
model_01_psef_protein,ametantrone,97,-7.65
model_01_psef_protein,fisetin,26,-7.65
model_01_psef_protein,tanshinone-I,16,-7.65
model_01_psef_protein,sulfafurazole,12,-7.65
model_01_psef_protein,BMY-14802,52,-7.65
model_01_psef_protein,levomenol,37,-7.65
model_01_psef_protein,eact,42,-7.64
model_01_psef_protein,harringtonine,77,-7.64
model_01_psef_protein,BRL-26314,34,-7.64
model_01_psef_protein,RITA,10,-7.64
model_01_psef_protein,ramelteon,82,-7.64
model_01_psef_protein,5-carboxamidotryptamine,73,-7.64
model_01_psef_protein,indobufen,80,-7.64
model_01_psef_protein,cibenzoline,72,-7.64
model_01_psef_protein,fenbufen,75,-7.64
model_01_psef_protein,tiotidine,94,-7.64
model_01_psef_protein,PP-1,33,-7.64
model_01_psef_protein,profenamine,99,-7.63
model_01_psef_protein,GPBAR-A,30,-7.63
model_01_psef_protein,benethamine,23,-7.63
model_01_psef_protein,YM-511,9,-7.63
model_01_psef_protein,alaproclate,9,-7.63
model_01_psef_protein,TAK-733,57,-7.63
model_01_psef_protein,EX-527,7,-7.63
model_01_psef_protein,ospemifene,74,-7.63
model_01_psef_protein,SB-205384,73,-7.63
model_01_psef_protein,furagin,12,-7.63
model_01_psef_protein,ceftizoxim,77,-7.62
model_01_psef_protein,trimipramine,8,-7.62
model_01_psef_protein,AZD9272,11,-7.62
model_01_psef_protein,CPSI-1306-(+_-),54,-7.62
model_01_psef_protein,tenoxicam,67,-7.62
model_01_psef_protein,indirubin-3-monoxime,11,-7.62
model_01_psef_protein,alda-1,65,-7.62
model_01_psef_protein,TPCA-1,51,-7.62
model_01_psef_protein,nefopam,3,-7.62
model_01_psef_protein,RQ-00203078,31,-7.61
model_01_psef_protein,ditolylguanidine,67,-7.61
model_01_psef_protein,NK-252,39,-7.61
model_01_psef_protein,tenylidone,16,-7.61
model_01_psef_protein,BTS-71321,24,-7.61
model_01_psef_protein,AZD9496,19,-7.61
model_01_psef_protein,laquinimod,91,-7.61
model_01_psef_protein,xanomeline,73,-7.61
model_01_psef_protein,thiamine-pyrophosphate,55,-7.6
model_01_psef_protein,KF-38789,68,-7.6
model_01_psef_protein,CGP-12177,51,-7.6
model_01_psef_protein,physostigmine,2,-7.6
model_01_psef_protein,hematoxylin,35,-7.6
model_01_psef_protein,BRD9876,8,-7.6
model_01_psef_protein,OAC2,12,-7.6
model_01_psef_protein,chlorogenic-acid,87,-7.6
model_01_psef_protein,gallamine-triethiodide,2,-7.6
model_01_psef_protein,gamma-linolenic-acid,40,-7.6
model_01_psef_protein,L-phenylisopropyladenosine,4,-7.6
model_01_psef_protein,A-438079,29,-7.6
model_01_psef_protein,acarbose,34,-7.6
model_01_psef_protein,zaltoprofen,18,-7.6
model_01_psef_protein,embelin,66,-7.59
model_01_psef_protein,meticrane,23,-7.59
model_01_psef_protein,CI-966,67,-7.59
model_01_psef_protein,BD-1063,78,-7.59
model_01_psef_protein,kenpaullone,94,-7.59
model_01_psef_protein,zileuton,17,-7.59
model_01_psef_protein,pretomanid,22,-7.59
model_01_psef_protein,1-azakenpaullone,12,-7.59
model_01_psef_protein,LM11A-31,55,-7.59
model_01_psef_protein,VU591,47,-7.58
model_01_psef_protein,PF-03049423,93,-7.58
model_01_psef_protein,LY294002,5,-7.58
model_01_psef_protein,alpidem,12,-7.58
model_01_psef_protein,daprodustat,22,-7.58
model_01_psef_protein,SSR128129E,83,-7.58
model_01_psef_protein,polythiazide,36,-7.58
model_01_psef_protein,ezutromid,58,-7.58
model_01_psef_protein,PNU-282987,12,-7.58
model_01_psef_protein,tamibarotene,13,-7.58
model_01_psef_protein,indeloxazine,7,-7.58
model_01_psef_protein,metrizoic-acid,8,-7.58
model_01_psef_protein,omtriptolide,11,-7.58
model_01_psef_protein,clanfenur,35,-7.57
model_01_psef_protein,rigosertib,25,-7.57
model_01_psef_protein,carbamazepine,63,-7.57
model_01_psef_protein,mericitabine,6,-7.57
model_01_psef_protein,PD-158780,6,-7.57
model_01_psef_protein,sucrose-octaacetate,8,-7.57
model_01_psef_protein,ketoprofen,37,-7.57
model_01_psef_protein,WB-4101,97,-7.56
model_01_psef_protein,methscopolamine,72,-7.56
model_01_psef_protein,pyritinol,68,-7.56
model_01_psef_protein,brompheniramine,3,-7.56
model_01_psef_protein,pramoxine,38,-7.56
model_01_psef_protein,alpha-linolenic-acid,66,-7.56
model_01_psef_protein,cetrimonium,51,-7.56
model_01_psef_protein,PD-98059,95,-7.56
model_01_psef_protein,MK-5046,9,-7.56
model_01_psef_protein,pridopidine,14,-7.56
model_01_psef_protein,artesunate,86,-7.56
model_01_psef_protein,lazabemide,37,-7.56
model_01_psef_protein,MEK1-2-inhibitor,73,-7.55
model_01_psef_protein,ciproxifan,95,-7.55
model_01_psef_protein,anastrozole,3,-7.55
model_01_psef_protein,maribavir,63,-7.55
model_01_psef_protein,tiratricol,76,-7.55
model_01_psef_protein,clobenpropit,82,-7.55
model_01_psef_protein,quizartinib,77,-7.55
model_01_psef_protein,NS-3861,27,-7.55
model_01_psef_protein,1-(2-chloro-5-methylphenoxy)-3-(isopropylamino)-2-propanol,46,-7.55
model_01_psef_protein,sparteine-(+),1,-7.54
model_01_psef_protein,naloxegol,48,-7.54
model_01_psef_protein,resatorvid,73,-7.54
model_01_psef_protein,lansoprazole,47,-7.54
model_01_psef_protein,lenalidomide,3,-7.54
model_01_psef_protein,radafaxine,79,-7.54
model_01_psef_protein,CID-2745687,62,-7.54
model_01_psef_protein,J147,15,-7.54
model_01_psef_protein,Y-26763,74,-7.54
model_01_psef_protein,FK-962,12,-7.54
model_01_psef_protein,molidustat,43,-7.54
model_01_psef_protein,sultiame,84,-7.53
model_01_psef_protein,chlorpromazine,63,-7.53
model_01_psef_protein,doxapram,56,-7.53
model_01_psef_protein,dilmapimod,34,-7.53
model_01_psef_protein,levofloxacin,98,-7.53
model_01_psef_protein,fotemustine,56,-7.53
model_01_psef_protein,BRL-54443,9,-7.53
model_01_psef_protein,trimebutine,66,-7.53
model_01_psef_protein,iopanic-acid,89,-7.53
model_01_psef_protein,sulfamoxole,9,-7.53
model_01_psef_protein,repotrectinib,19,-7.53
model_01_psef_protein,sulfachlorpyridazine,26,-7.53
model_01_psef_protein,napirimus,31,-7.53
model_01_psef_protein,tapinarof,4,-7.53
model_01_psef_protein,WIN-18446,1,-7.53
model_01_psef_protein,etifoxine,53,-7.52
model_01_psef_protein,PNU-22394,13,-7.52
model_01_psef_protein,scopolamine,59,-7.52
model_01_psef_protein,protirelin,1,-7.52
model_01_psef_protein,TRAM-39,6,-7.52
model_01_psef_protein,GSK37647,95,-7.52
model_01_psef_protein,remoxipride,87,-7.52
model_01_psef_protein,lesinurad,56,-7.52
model_01_psef_protein,thonzylamine,18,-7.51
model_01_psef_protein,chlorphenamine,35,-7.51
model_01_psef_protein,P22077,56,-7.51
model_01_psef_protein,sutezolid,69,-7.51
model_01_psef_protein,ORG-9768,41,-7.51
model_01_psef_protein,amitifadine,4,-7.51
model_01_psef_protein,desvenlafaxine,13,-7.51
model_01_psef_protein,"4,4'-DDT",2,-7.51
model_01_psef_protein,TC-S-7009,44,-7.51
model_01_psef_protein,panipenem,32,-7.51
model_01_psef_protein,mianserin,4,-7.51
model_01_psef_protein,promazine,99,-7.51
model_01_psef_protein,ferrostatin-1,24,-7.51
model_01_psef_protein,schisandrin-B,50,-7.51
model_01_psef_protein,m-3M3FBS,48,-7.51
model_01_psef_protein,selumetinib,37,-7.51
model_01_psef_protein,hydroflumethiazide,39,-7.5
model_01_psef_protein,sulfamerazine,12,-7.5
model_01_psef_protein,dexlansoprazole,79,-7.5
model_01_psef_protein,penicillin-v-potassium,51,-7.5
model_01_psef_protein,moxaverine,18,-7.5
model_01_psef_protein,casanthranol-variant,35,-7.5
model_01_psef_protein,methylnaltrexone,87,-7.5
model_01_psef_protein,istradefylline,14,-7.5
model_01_psef_protein,KH-CB19,89,-7.5
model_01_psef_protein,phentolamine,83,-7.5
model_01_psef_protein,4-iodo-L-phenylalanine,77,-7.5
model_01_psef_protein,A-784168,37,-7.5
model_01_psef_protein,eslicarbazepine-acetate,37,-7.5
model_01_psef_protein,tuftsin,95,-7.5
model_01_psef_protein,methylatropine-nitrate,96,-7.5
model_01_psef_protein,kaempferol,8,-7.5
model_01_psef_protein,SAR131675,80,-7.5
model_01_psef_protein,acriflavinium,37,-7.5
model_01_psef_protein,PD-153035,38,-7.5
model_01_psef_protein,alimemazine,54,-7.5
model_01_psef_protein,naloxone,82,-7.49
model_01_psef_protein,ALS-8176,12,-7.49
model_01_psef_protein,4-CMTB,54,-7.49
model_01_psef_protein,demeclocycline,74,-7.49
model_01_psef_protein,seladelpar,74,-7.49
